ID;ames;set;_Numb._of_atoms;_Numb._of_bonds;_Numb._of_rings;_MaxRing1;_MaxRing2;_MaxRing3;Numb._of_rot._bonds;Numb._of_rig._bonds;Max._flex._chain_1;Max._flex._chain_2;Max._flex._chain_3;_Max._rig._chain;_Num._rig._frag.;_Part._flex._chain;_Min_eV_#1;_Min_eV_#2;_Min_eV_#3;_Max_eV_#1;_Max_eV_#2;_Max_eV_#3;_Graph_radius;_Graph_diameter;_Wiener_index;_Balaban_index;_Motoc_index;_Randic_index;_Inform_content;_K&H_Kappa1;_K&H_Kappa2;_K&H_Kappa3;_Kier_Chi0;_Kier_Chi2;_Kier_Chi3p;_Kier_Chi3c;_Kier_Chi4p;_Kier_Chi4c;_Kier_Chi5p;_Kier_Chi5c;_Kier_Chi6p;_Carbon_count;_Nitrogen_count;_Oxygen_count;_Silicon_count;_Phosphorous_count;_Sulphur_count;_Fluorine_count;_Clorine_count;_Bromine_count;_Iodine_count;Max._pos._charge_Gast.;Max._neg._charge_Gast.;Charge_range_Gast.;Aver._pos._charge_Gast.;Aver._neg._charge_Gast.;Dipole_moment_Gast.;_HMO_pi-energy;_HMO_reson._energy;_HMO_HOMO_energy;_HMO_LUMO_energy;Max.pos.chrg.(G+H);Max.neg.chrg.(G+H);Charge_range_(G+H);Aver._pos._charge_(G+H);Aver._neg._charge_(G+H);Dip._mom._2D_(G+H);_Mol._weight;_Polar_count;_Nonpolar_count;_Polar_count_/_MW;Nonpolar_count_/_MW;_Min._dist_DD;_Min._dist_DA;_Min._dist_AA;_Mol._volume_2D;_PSA;_NPSA;_TSA;_Polarizability;_HB-donors;_HB-acceptors;_Pos._ioniz.;_Neg._ioniz.;_GClogP;_NNlogP;_CMR;_Lipinski;_HYBOT_HB-Donors;HYBOT_HB-Acceptors;_HYBOT_max_donor;HYBOT_max_acceptor;_HYBOT_sum_donor;HYBOT_sum_acceptor;_HYBOT_sum_total
5188;1;tr;11;11;1;6;0;0;3;6;2;1;0;5;1;3;2.9189;4.24494;4.5;9.3201;8.84713;8.41088;4;8;170;1.84219;3.55221;4.44269;2.14584;9.09091;4.7929;4.44444;7.43072;2.92005;1.96989;0.2357;1.23031;0.47335;0.61504;0;0.38103;8;1;2;0;0;0;0;0;0;0;0.23259;-0.34046;0.57305;0.07109;-0.1244;4.01134;-19.4324;13.4324;-0.55426;1;0.08818;-0.30111;0.38928;0.06808;-0.12768;2.48948;153.17844;3;5;0.01959;0.03264;1;1;1;259.30005;49.1418;144.02951;193.17131;17.0517;2;3;0;0;1.7652;2.28154;4.46689;0;2;3;-1.7;1.1;-3.27;3.17422;6.44422
5189;1;tr;10;10;1;6;0;0;2;8;1;1;0;5;3;2;2.8754;3.56873;4.44876;9.39351;9.0861;8.18772;4;7;133;1.74257;3.37639;3.27427;2.02533;8.1;4.76033;5.53086;5.82591;2.0055;1.22433;0.09623;0.7433;0.16667;0.30309;0;0.13795;9;0;1;0;0;0;0;0;0;0;0.14547;-0.28933;0.4348;0.0747;-0.0747;2.79585;-14.20904;4.00904;-0.7808;0.326;0.48476;-0.81251;1.29727;0.29125;-0.13867;5.43738;132.15923;1;8;0.00757;0.06053;?;?;?;222.70006;18.27152;152.4693;170.74081;16.11307;0;1;0;0;1.9496;2.17906;4.20359;0;0;1;0;1.6;0;2.16;2.16
5191;0;tr;15;15;1;6;0;0;4;6;2;2;0;5;1;4;3.31567;4.25423;4.37202;17.094;9.65537;8.5265;4;8;386;2.10553;4.14729;6.06505;1.96869;13.06667;5.915;6.97578;10.80097;5.5228;2.48482;1.21887;2.12651;0.9467;1.03391;0;0.90447;9;5;0;0;0;0;0;1;0;0;0.23219;-0.25329;0.48548;0.0624;-0.13105;1.93609;-20.31589;14.31589;-0.96364;0.85904;0.44324;-0.49632;0.93956;0.26935;-0.19624;2.81868;229.70984;2;8;0.00871;0.03483;4;2;2;372.85004;59.27236;221.85306;281.12543;24.89631;2;5;2;0;2.9132;3.25008;6.0857;0;2;5;-2.00049;1.25988;-4.00098;3.99143;7.99242
5192;0;tr;15;16;2;6;6;0;2;12;2;0;0;5;2;2;2.84294;2.98043;4.13601;17.09364;9.24935;9.04703;4;8;378;1.42334;4.08015;5.35582;2.52321;11.48438;5.36508;5.58449;9.32591;4.09231;2.74204;0.53092;1.80648;0.90635;1.05167;0;0.51553;13;0;1;0;0;0;0;1;0;0;0.21437;-0.3561;0.57048;0.06378;-0.07441;3.33003;-24.24431;12.24431;-0.79023;1;0.11846;-0.29691;0.41537;0.04816;-0.07622;1.6573;218.67883;1;13;0.00457;0.05945;?;?;?;335.18002;22.87096;217.62564;240.4966;25.03565;1;1;0;0;4.2016;4.60406;6.34361;0;1;1;-1.825;1.01;-1.825;2.22598;4.05098
5193;0;tr;6;5;0;0;0;0;3;0;3;0;0;0;0;3;4.22909;4.86387;5.75893;7.94188;7.49702;6.70921;3;5;35;2.65273;2.64575;2.91421;1.79176;6;5;5.33333;4.82843;1.70711;0.95711;0;0.5;0;0.25;0;0;5;1;0;0;0;0;0;0;0;0;0.11684;-0.32619;0.44303;0.04108;-0.089;2.09226;?;?;?;?;?;?;?;?;?;?;87.16342;1;4;0.01147;0.04589;?;?;?;202.81;27.97104;127.09077;155.06181;12.91029;2;1;1;0;1.1373;1.17689;2.887;0;2;1;-1.28492;1.96;-2.56984;1.96;4.52984
5198;0;tr;4;3;0;0;0;0;0;0;0;0;0;0;0;0;5.73372;17;17;17.26628;17;17;1;2;9;2.74919;1.58114;1.73205;0.56234;4;1.33333;0;3.57735;1.73205;0;0.57735;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0.18097;-0.08665;0.26762;0.12997;-0.08665;0.33125;?;?;?;?;?;?;?;?;?;?;119.37764;0;4;0;0.03351;?;?;?;81.35001;0;99.57101;99.57101;8.32238;0;0;0;0;1.6172;1.97277;1.89755;0;0;0;0;0.08;0;0.24;0.24
5199;0;tr;28;29;2;6;6;0;11;13;3;3;2;5;4;7;2.64236;2.90172;3.68215;9.67109;9.37002;9.08311;7;13;2109;1.73101;6.38181;11.56903;2.98563;24.27111;11.4075;8.72934;19.11252;9.75595;7.15714;1.99975;4.96609;3.63756;2.58838;0.46423;1.73387;24;1;3;0;0;0;0;0;0;0;0.30687;-0.36794;0.67481;0.04944;-0.09213;4.41849;-17.1772;7.5772;-0.8;0.7886;0.74062;-0.80288;1.5435;0.18942;-0.11185;6.75818;385.53961;4;20;0.01038;0.05188;?;3;3;742.36993;50.79866;469.20648;520.00513;49.26048;1;3;1;0;5.2289;5.43687;11.39227;1;1;4;-1.867;1.93286;-1.867;5.33409;7.20109
5200;0;tr;5;4;0;0;0;0;0;0;0;0;0;0;0;0;5.64765;17;17;17.35235;17;17;1;2;16;3.22614;1.67332;2;0.5004;5;1;0;4.5;3;0;2;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0.26805;-0.06701;0.33506;0.26805;-0.06701;0.33506;?;?;?;?;?;?;?;?;?;?;153.82269;0;5;0;0.0325;?;?;?;93.59001;0;117.62122;117.62122;10.10293;0;0;0;0;3.5846;2.08042;2.44404;0;0;0;0;0.14417;0;0.57668;0.57668
5202;1;tr;13;13;1;6;0;0;2;8;1;1;0;5;3;2;2.85114;4.14509;4.2466;9.99419;9.91311;9.00818;4;6;240;2.16955;3.40814;4.43916;2.03176;11.07692;4.48148;4.15225;8.64626;3.64837;2.06295;0.68689;1.27589;1.0261;0.84484;0;0.34761;6;3;4;0;0;0;0;0;0;0;0.12281;-0.30104;0.42386;0.06881;-0.08601;1.82267;-26.33725;17.53725;-0.75847;-0.35252;0.53556;-0.55646;1.09203;0.21446;-0.43017;6.55217;183.1216;7;-1;0.03823;-0.00546;?;5;2;227.98001;116.93142;72.42112;189.35254;14.70057;2;5;1;0;0.8722;1.22499;4.30981;0;2;5;-2.53;0.76;-5.06;2.26;7.32
5203;1;tr;12;12;1;6;0;0;2;4;0;0;0;5;1;0;3.70329;4.26795;4.66534;9.02292;8.15906;7.73205;3;5;170;2.3779;2.78524;5.25565;1.79176;10.08333;2.75;2.49307;9.56891;6.21227;4.09355;2.53397;3.27971;4.04057;1.08626;0.84807;0.77438;9;2;1;0;0;0;0;0;0;0;0.2325;-0.32571;0.5582;0.04436;-0.11336;3.34923;?;?;?;?;?;?;?;?;?;?;172.2679;3;6;0.01741;0.03483;5;1;1;356.00003;54.91221;198.18156;253.09378;22.42723;3;3;1;0;0.4223;0.31805;5.20527;0;3;3;-1.7;1.99333;-4.26984;2.95302;7.22286
5204;1;tr;24;26;3;16;15;15;4;19;0;0;0;7;7;0;3.17833;3.35283;3.48353;9.65587;9.63124;8.98436;6;8;1164;1.43821;4.65085;9.72971;3.17805;18.78106;7.31887;5.49703;15.95782;8.76851;7.23316;1.77447;4.50901;4.19315;3.20355;0.35355;2.28679;18;1;5;0;0;0;0;0;0;0;0.30583;-0.3683;0.67412;0.06684;-0.14259;3.91568;-22.00899;11.60899;-1;0.46808;0.73962;-0.84436;1.58398;0.2153;-0.20012;9.50388;333.37891;6;12;0.018;0.036;?;3;3;564.61005;77.86296;311.91931;389.78229;36.82668;1;4;1;0;1.6762;1.36127;8.91317;0;1;6;-1.867;1.98429;-1.867;6.67408;8.54108
5206;1;tr;17;18;2;6;6;0;2;12;2;0;0;5;2;2;2.82691;2.94305;4.02901;17.09366;17.09365;9.18007;5;10;552;1.43136;4.67157;6.18317;2.18084;13.4321;5.76;5.44444;11.17121;5.014;3.55089;0.81305;2.06267;1.59347;1.21095;0;0.67127;13;2;0;0;0;0;0;2;0;0;0.12124;-0.29889;0.42013;0.06854;-0.08436;4.62138;-30.55741;18.55741;-0.72589;1.01278;0.0747;-0.21723;0.29193;0.04992;-0.08471;2.62739;267.15378;2;13;0.00749;0.04866;10;10;10;381.19006;55.3382;221.86961;277.20782;28.72689;4;2;2;0;3.6402;4.04084;7.41708;0;4;2;-1.82;1.04;-7.28;2.98702;10.26702
5207;1;tr;12;13;2;10;6;6;1;11;1;0;0;9;2;1;2.5783;3.56787;4.04648;9.61257;8.57336;8.19676;3;6;182;1.48346;3.04512;4.38203;2.48491;8.59172;3.80623;3.11419;7.24856;2.99183;2.26084;0.25756;1.60079;0.67465;0.79845;0;0.41902;11;1;0;0;0;0;0;0;0;0;0.07967;-0.25074;0.33041;0.04435;-0.06899;1.55454;-14.23791;3.23791;-0.70328;0.5271;0.13459;-0.46674;0.60133;0.09053;-0.08711;1.62241;157.21175;0;11;0;0.06997;?;?;?;283.49008;10.24327;183.43637;193.67964;20.4556;0;1;1;0;2.9587;3.23564;5.06644;0;0;1;0;2.03;0;2.75764;2.75764
5208;1;tr;14;14;1;5;0;0;2;9;1;1;0;4;3;2;3.33137;3.90343;4.39568;9.84826;9.67226;9.27622;4;7;292;2.25017;3.55181;5.34319;2.63906;12.07143;5.1856;3.96;9.50807;3.98987;3.01743;0.60963;1.74098;1.42305;1.04914;0;0.42779;7;5;2;0;0;0;0;0;0;0;0.27584;-0.32796;0.6038;0.07332;-0.18853;1.96328;-20.67156;12.27156;-0.95414;-0.53057;0.61757;-0.7516;1.36917;0.3238;-0.50111;7.60619;197.19453;5;2;0.02536;0.01014;?;2;2;300.51004;80.29228;155.93867;236.23096;18.83843;1;5;1;0;1.3468;0.44078;5.02182;0;1;6;-2.00049;2.03202;-2.00049;6.17859;8.17908
5210;1;tr;23;27;5;22;18;18;0;26;0;0;0;21;5;0;2.15696;2.66113;3.03155;9.85609;9.36391;9.03273;5;9;1014;0.98084;4.47744;8.05342;3.13549;15.27023;6.06375;4.34568;13.00555;6.288;4.9354;0.73435;3.87167;1.79645;2.41335;0;1.69851;22;0;1;0;0;0;0;0;0;0;0.21014;-0.35103;0.56117;0.0672;-0.0512;4.08917;-35.14413;9.14413;-0.49424;0.50079;0.1415;-0.28747;0.42897;0.1415;-0.05036;2.06897;294.34595;1;21;0.0034;0.07134;?;?;?;487.51007;22.87096;274.76932;297.64029;36.57572;1;1;0;0;5.1962;6.11961;9.3723;1;1;1;-2.61;0.86818;-2.61;3.62664;6.23664
5211;0;tr;8;8;1;5;0;0;0;7;0;0;0;5;3;0;3.96292;4;5.69723;9.69056;9.30278;8.53074;2;4;58;1.97757;2.23607;3.06891;1.55958;6.125;2.08264;2.8125;5.40578;2.53818;1.99197;0.43301;0.75413;1.04539;0.23673;0;0.10206;4;1;3;0;0;0;0;0;0;0;0.23621;-0.29688;0.53309;0.10082;-0.22684;2.04462;-10.6297;6.6297;-1.14684;0.61803;0.63252;-0.85878;1.49129;0.32733;-0.67146;4.47374;115.0874;4;0;0.03476;0;?;3;3;154.07001;63.48421;62.63153;126.11574;9.51896;1;3;0;0;-0.7923;-0.7782;2.60697;0;1;4;-1.7;1.95;-1.7;4.634;6.334
5212;0;tr;16;16;1;6;0;0;5;8;3;1;1;5;2;5;2.85356;3.85097;4.35438;9.56455;9.0115;8.42537;6;11;511;1.95143;4.96572;6.40208;2.51266;14.0625;7.35;7.05817;10.92229;5.002;2.83584;0.73443;1.89867;0.85412;1.02976;0;0.62156;12;3;1;0;0;0;0;0;0;0;0.23512;-0.2684;0.50352;0.05683;-0.124;3.66018;-14.98827;6.98827;-1;0.5308;0.58332;-0.87331;1.45663;0.10859;-0.16978;7.86856;221.29877;4;8;0.01808;0.03615;1;1;1;410.73007;65.26546;233.53941;298.80487;26.95268;3;3;2;0;0.8817;0.67665;6.59034;0;3;4;-2.19;2.02345;-4.98766;3.58846;8.57612
5213;0;tr;5;4;0;0;0;0;0;0;0;0;0;0;0;0;4.1338;6;6;8.65544;7.21076;6;1;2;16;3.22614;1.67332;2;0.95027;5;1;0;4.5;3;0;2;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0.20789;-0.38507;0.59296;0.04498;-0.1237;1.23006;?;?;?;?;?;?;?;?;?;?;74.1216;1;3;0.01349;0.04047;?;?;?;158.37001;22.55898;106.63629;129.19527;9.91187;1;1;0;0;0.5733;0.49144;2.214;0;1;1;-1.28;1.6;-1.28;1.6;2.88
5216;0;tr;10;10;1;6;0;0;1;7;1;0;0;5;2;1;2.89467;4.09639;4.47978;17.09543;17.09184;9.42819;3;6;116;1.99133;2.85968;3.43496;2.30258;8.1;3.40828;3.11111;6.51651;2.56417;1.64522;0.39434;1.05465;0.65688;0.40227;0;0.2038;7;0;1;0;0;0;0;2;0;0;0.15215;-0.29341;0.44556;0.07177;-0.09569;1.78655;-19.72324;11.72324;-0.93892;0.42711;0.51708;-0.8013;1.31838;0.18656;-0.17349;4.52292;175.01205;1;8;0.00571;0.04571;?;?;?;197.06003;18.27152;148.43402;166.70554;16.04852;0;1;0;0;2.9182;2.80816;4.19227;0;0;1;0;1.14;0;1.6741;1.6741
5219;0;tr;11;12;2;6;5;5;0;9;0;0;0;7;3;0;3.57035;3.84423;4.67002;9.47693;8.3637;7.24914;2;4;123;1.67781;2.39317;4.66583;2.27187;7.63889;1.83673;1.77285;7.90578;5.09707;4.70867;1.66363;2.61595;4.75841;1.09385;0.938;0.76471;10;0;1;0;0;0;0;0;0;0;0.14625;-0.28001;0.42626;0.03074;-0.073;1.52846;-3.23607;1.23607;-1.61803;0.61803;0.59293;-0.7267;1.31963;0.21047;-0.12884;2.71682;152.23344;1;9;0.00657;0.05912;?;?;?;308.73004;18.27152;191.32207;209.5936;20.68684;0;1;0;0;1.9358;2.27882;4.38768;0;0;1;0;1.9;0;1.9;1.9
5220;0;tr;10;10;1;6;0;0;2;7;1;1;0;5;2;2;2.87895;3.63991;4.5;9.12552;8.60125;8.14474;4;7;133;1.74257;3.37639;3.64805;2.02533;8.1;4.76033;5.53086;6.24856;2.2213;1.34558;0.09623;0.81808;0.16667;0.37503;0;0.17948;9;0;1;0;0;0;0;0;0;0;0.20764;-0.38686;0.5945;0.07357;-0.08992;3.57613;-10.53243;2.33243;-0.73371;0.73371;0.06651;-0.38686;0.45337;0.06651;-0.08992;2.28741;134.17509;1;8;0.00745;0.05962;?;?;?;240.12006;22.55898;155.87404;178.43301;16.89063;1;1;0;0;1.6933;1.7958;4.31666;0;1;1;-1.54;1.71;-1.54;2.41;3.95
5223;1;tr;20;22;3;14;11;10;2;16;0;0;0;15;5;0;3.33547;3.64169;4.02279;9.66447;9.13689;8.54692;5;9;684;1.42271;4.00263;8.69494;2.99573;14.91736;5.02531;3.27662;13.91385;8.70653;7.38555;2.0507;5.82598;4.89885;4.49947;0.4206;2.82055;15;0;5;0;0;0;0;0;0;0;0.29375;-0.36376;0.65752;0.06442;-0.16106;5.26013;-10.23179;6.03179;-1.06435;0.46808;0.63921;-0.85059;1.4898;0.14819;-0.19566;8.12945;282.33218;5;10;0.01771;0.03542;4;2;2;492.46002;80.97503;248.27225;329.24728;31.48031;2;4;0;0;1.4446;1.86239;7.11255;0;2;5;-1.88393;1.454;-3.73922;5.52289;9.26211
5224;1;tr;12;11;0;0;0;0;5;3;4;4;2;2;2;4;4.04489;5.45846;5.55082;17.8836;16.07994;13.44203;4;7;218;3.74779;3.71728;4.94689;2.25386;12;5.61225;4.59184;8.89696;3.55126;2.78134;0.80923;1.1119;1.58587;0.57258;0.30266;0.39131;5;1;3;0;1;2;0;0;0;0;0.2142;-0.32517;0.53937;0.07034;-0.21102;2.71929;-20.89262;17.29262;-0.4;0.32257;0.62347;-0.84902;1.47249;0.27629;-0.2882;5.38008;229.25745;5;0;0.02181;0;?;2;2;302.08002;50.71289;220.17624;270.88913;23.38542;1;3;0;0;0.7253;0.73499;5.58127;0;1;4;-1.68;1.3;-1.68;3.016;4.696
5225;1;tr;9;9;1;6;0;0;1;6;1;0;0;5;1;1;2.92141;4.26684;4.5;9.29021;8.62686;7.64109;3;6;90;1.84634;2.80872;3.38203;1.88916;7.11111;3.23967;3.55556;6.01651;2.33915;1.52885;0.28452;0.82378;0.44638;0.42775;0;0.23331;7;1;1;0;0;0;0;0;0;0;0.12281;-0.34337;0.46618;0.0656;-0.13121;2.79707;-15.42026;9.42026;-0.62928;1;0.09137;-0.28708;0.37845;0.0579;-0.13643;1.61128;123.15246;2;5;0.01624;0.0406;?;5;5;213.10002;36.77385;121.47192;158.24576;14.42251;2;2;1;0;1.067;1.34113;3.693;0;2;2;-0.94;1.3;-1.88;2.74;4.62
5226;1;tr;18;20;3;14;10;10;1;18;1;0;0;14;5;1;2.37039;3.02126;3.70343;10.27275;9.94521;9.21359;5;9;563;1.25735;4.17039;6.2296;2.89037;13.005;5.17479;3.99584;10.66277;4.97817;3.60002;0.70368;2.6196;1.47611;1.5574;0;1.03516;13;1;4;0;0;0;0;0;0;0;0.34939;-0.42009;0.76948;0.08121;-0.10336;2.89586;-29.20468;10.20468;-0.82102;-0.63582;0.65509;-0.67779;1.33287;0.23868;-0.38216;8.26281;241.19897;4;9;0.01658;0.03731;?;?;2;331.07004;72.31942;159.64914;231.96857;23.38022;0;4;0;0;2.8448;3.26858;6.32421;0;0;4;0;1.12094;0;2.76517;2.76517
5227;1;tr;13;14;2;9;6;5;1;12;1;0;0;9;4;1;2.80492;3.50691;4.04348;9.74677;9.00507;8.72256;4;7;233;1.49699;3.33782;4.79204;2.56495;9.55102;4.02216;3.7037;8.00807;3.46352;2.50828;0.3714;1.74353;0.86392;0.98975;0;0.58618;11;0;2;0;0;0;0;0;0;0;0.30248;-0.27263;0.57511;0.06389;-0.09938;1.94201;-18.83975;8.63975;-0.68393;0.38829;0.62351;-0.85521;1.47872;0.16363;-0.15581;4.76181;174.19591;2;9;0.01148;0.05167;?;?;?;285.25003;27.06429;174.16525;201.22955;20.07671;0;1;0;0;2.5465;3.08683;5.08055;0;0;2;0;1.12094;0;1.71608;1.71608
5229;1;tr;14;14;1;6;0;0;1;9;1;0;0;5;3;1;2.9266;4.02985;4.41047;17.10639;17.08081;9.56;4;8;321;2.03851;4.01234;5.24207;2.54004;12.07143;5.1856;4.88889;9.72361;4.40834;2.819;0.83954;1.37979;1.56583;0.85544;0;0.44216;9;2;1;0;0;0;0;2;0;0;0.28386;-0.25536;0.53921;0.07002;-0.09803;2.18273;-26.33676;18.33676;-0.73012;0.92377;0.65452;-0.91096;1.56548;0.203;-0.13616;5.91642;233.0945;3;8;0.01287;0.03432;?;2;?;310.80005;33.71818;212.90869;246.62688;22.76999;1;1;0;0;2.481;2.69119;5.88132;0;1;3;-2.00049;2.5;-2.00049;3.44;5.44049
5232;0;tr;34;37;4;17;14;13;12;19;6;5;0;16;4;11;3.14685;3.61132;3.92789;8.98287;8.84991;8.71891;11;21;3869;1.03621;8.21253;15.987;3.48559;27.04602;11.58848;8.53104;24.13962;14.60146;12.12309;2.75984;9.71055;6.54547;6.89895;0.72044;5.53698;31;0;3;0;0;0;0;0;0;0;0.2042;-0.38322;0.58742;0.03743;-0.07615;8.92933;-2;0;-1;1;0.07901;-0.38322;0.46223;0.0768;-0.07615;6.79647;474.75867;3;28;0.00632;0.05898;?;3;3;1007.91962;40.14452;613.46063;653.60516;65.76219;1;3;0;0;7.11431;7.46097;14.05204;1;1;3;-1.58;1.49667;-1.58;4.52485;6.10485
5233;0;tr;9;8;0;0;0;0;3;3;2;1;0;2;2;3;3.78034;4.39602;4.88624;9.62258;9.37878;8.38778;3;6;102;3.28135;3.18852;3.47487;2.19722;9;4.83951;5.87755;6.53553;2.63388;1.15533;0.42678;0.86872;0.33839;0.23928;0;0.15089;6;0;3;0;0;0;0;0;0;0;0.27279;-0.31273;0.58551;0.06505;-0.18213;2.20254;-10.81327;6.81327;-1.40371;0.61803;0.70659;-0.81137;1.51796;0.36;-0.35833;4.33177;130.1418;3;3;0.02305;0.02305;?;?;4;215.93002;45.33582;133.64897;178.98479;13.44541;0;2;0;0;0.1409;0.57033;3.22263;0;0;3;0;1.8;0;3.34;3.34
5237;0;tr;27;29;3;16;12;11;6;18;1;1;1;16;4;2;2.69853;2.94896;3.19119;9.85442;9.56172;8.93299;6;11;1590;1.53501;5.0434;11.07741;3.29584;21.70273;9.66687;4.60942;18.04361;7.98215;6.66064;0.94736;5.15184;2.63927;3.65542;0;2.39669;21;1;5;0;0;0;0;0;0;0;0.21175;-0.33577;0.54752;0.06006;-0.13515;4.38018;-36.77616;21.77616;-0.5063;0.46854;0.35666;-1.01044;1.36709;0.09655;-0.22029;10.60247;371.42691;6;15;0.01615;0.04038;?;5;3;631.07996;69.26375;363.18927;432.453;41.65306;1;6;1;0;2.1279;1.61447;10.42839;0;1;6;-1.5;1.95765;-1.5;7.14627;8.64627
5238;0;tr;19;20;2;6;6;0;5;11;2;1;0;5;3;3;2.89707;3.91581;4.15177;9.95519;9.14098;8.98231;6;11;760;1.46543;5.15378;7.73527;2.79851;15.39;6.6352;5.47919;12.94723;6.71432;5.40791;1.16523;3.46631;2.85708;2.02197;0;1.29112;11;2;6;0;0;0;0;0;0;0;0.20774;-0.38355;0.59129;0.09464;-0.18928;4.46864;-18.83809;11.43809;-0.78895;-0.30468;0.46516;-0.62682;1.09198;0.14408;-0.31227;9.33585;270.23865;8;3;0.0296;0.0111;3;2;2;398.59;135.37215;152.83958;288.21173;24.81355;4;7;1;0;-0.1116;0.179;6.4346;0;4;7;-2.00049;1.43;-6.60212;7.09714;13.69926
5239;0;tr;6;6;1;5;0;0;0;6;0;0;0;5;2;0;4.03897;4.60516;6.1386;9.60408;8.3865;7.22671;2;3;26;1.75492;1.8619;2.56066;1.79176;4.16667;1.63265;12;4.03553;1.95711;1.31066;0.17678;0.375;0.25;0.08839;0;0;4;0;2;0;0;0;0;0;0;0;0.26365;-0.31436;0.57801;0.06643;-0.19928;1.27637;-7.5772;5.5772;-1.40371;0.7886;0.69739;-0.81507;1.51246;0.26342;-0.34386;2.62;86.08924;2;2;0.02323;0.02323;?;?;?;135.95999;27.06429;77.67247;104.73676;8.69665;0;1;0;0;0.2765;0.36113;2.04022;0;0;2;0;1.6;0;1.76;1.76
5240;1;tr;26;28;3;14;10;10;7;17;5;5;2;14;4;6;2.44802;2.94691;3.65066;16.45006;9.89716;9.11672;6;12;1660;1.31365;5.83042;10.43778;3.15146;20.72704;9;6.26087;17.12096;8.27472;6.82215;1.54441;4.46007;3.45174;2.62841;0.47855;1.87974;20;2;3;0;0;1;0;0;0;0;0.2044;-0.38068;0.58508;0.05168;-0.10982;4.84607;-29.2173;11.6173;-0.79457;-0.63977;1.46175;-1.79271;3.25446;0.1673;-0.40705;18.42432;372.48117;5;15;0.01342;0.04027;6;4;4;618.45996;75.73922;355.21634;430.95557;43.10464;2;4;1;0;2.5434;3.04388;10.8202;0;2;4;-1.63939;4;-3.09606;9.43795;12.53402
5241;1;tr;19;18;0;0;0;0;6;8;2;2;1;4;5;5;4.0064;4.65017;4.81571;17.09091;15.86939;9.80633;5;10;750;4.47424;4.94531;7.95941;2.72555;19;9.83365;6.32099;13.75033;6.00802;4.23906;0.99018;2.96734;2.33056;1.65249;0.28494;0.67778;9;3;5;0;1;0;0;1;0;0;0.32088;-0.2977;0.61857;0.06561;-0.16103;3.0882;-27.0921;22.0921;-1.11548;-0.31181;0.6832;-0.8739;1.55709;0.18979;-0.25024;6.5366;315.69101;9;1;0.02851;0.00317;?;2;2;457.22012;106.36774;258.90933;365.27707;30.44589;1;5;0;0;2.1561;1.19816;7.18268;0;1;7;-2.00049;2.80429;-2.00049;7.1312;9.13169
5242;1;tr;16;18;3;13;10;9;1;16;1;0;0;13;4;1;2.50249;3.23137;3.69788;10.24732;9.89224;9.0872;4;7;387;1.27014;3.57654;5.99316;2.77259;11.11111;4.34911;3.76923;9.71518;4.61909;3.61185;0.57617;2.60801;1.35076;1.68045;0;1.03665;12;0;4;0;0;0;0;0;0;0;0.34212;-0.45637;0.7985;0.0916;-0.22246;3.99248;-25.69185;9.49185;-0.65116;-0.38174;0.57673;-0.91969;1.49642;0.26828;-0.41653;8.15879;216.18951;2;10;0.00925;0.04626;?;?;2;309.04007;46.20975;165.23003;211.43977;21.17549;0;4;0;0;2.187;2.60346;5.61393;0;0;4;0;1.53333;0;3.4812;3.4812
5243;1;tr;24;26;3;10;6;6;5;19;3;1;1;9;4;5;2.59967;2.91406;3.59546;9.7954;9.4533;9.07495;7;13;1411;1.21561;5.87891;8.91279;3.00477;18.78106;9.08735;7.84259;14.75663;6.99714;4.63019;0.92759;3.24949;1.49484;1.80683;0;1.27125;19;4;1;0;0;0;0;0;0;0;0.24071;-0.29977;0.54048;0.05946;-0.11495;4.6495;-30.0873;11.0873;-0.73795;0.28704;0.57859;-0.87154;1.45013;0.13309;-0.16972;7.43878;320.38831;3;16;0.00936;0.04994;?;2;3;548.28009;54.50667;322.38019;376.88684;37.777;1;4;1;0;2.5879;2.38041;9.55035;0;1;5;-1.88333;2.02345;-1.88333;7.84858;9.73192
5244;1;tr;26;29;4;13;9;9;3;25;2;1;1;12;6;3;2.74831;2.90672;2.9684;9.73898;9.48573;9.35332;7;13;1702;1.02163;6.01843;9.22943;3.15146;19.32224;8.56633;7.5102;15.33398;7.32315;5.44753;0.95921;3.81973;2.09608;2.30424;0;1.50896;22;1;3;0;0;0;0;0;0;0;0.31749;-0.26388;0.58137;0.06835;-0.07161;3.37717;-39.24037;17.24037;-0.57555;0.51198;0.67313;-0.84522;1.51836;0.26475;-0.12183;7.81432;343.37527;4;18;0.01165;0.05242;?;?;5;552.89008;49.41606;321.95206;371.3681;39.41801;0;2;0;0;4.3001;4.35872;10.0065;0;0;4;0;2.03202;0;4.84103;4.84103
