ID;ames;set;ACDlogD65;ACDlogD74;ACDlogP;GClogP;NNlogP;ClogP;HBA_nonLipinski;HBD_nonLipinski;HBA;HBD;HB_sum;HBA_Selma;HBD_Selma;HBA_Raevsky;HBD_Raevsky;HBAmax;HBDmax;HBAsum;HBDsum;HBsumTotal;PSA;SAS_HB_A_AREA;SAS_HB_D_AREA;SAS_POL_AREA;SPEC_HB_TOT;SPEC_SAS_HB_A_AREA;SPEC_SAS_HB_D_AREA;SPEC_SAS_POL_AREA;SPEC_VDW_HB_A_AREA;SPEC_VDW_HB_D_AREA;SPEC_VDW_POL_AREA;VDW_HB_A_AREA;VDW_HB_D_AREA;VDW_POL_AREA;PSA_percentage;CMR;RotBond;VOL;GraphDiameter;GraphRadius;M1M;M2M;M3M;MolVol2D;MW;MolFlex;VDW_AREA;NPSA;AREA;NPSA_percentage;OVAL_NEW;SAS_NONPOL_AREA;SAS_TOT_AREA;SPEC_FLEX_BND;SPEC_SAS_NONPOL_AREA;SPEC_VDW_NONPOL_AREA;VDW_NONPOL_AREA;FractionNeutral;FractionIonized;Acid;Base;Neutral;Zwitterion;AverNegCharge_GM;AverNegCharge_GH;AverPosCharge_GM;AverPosCharge_GH;ChargeRang_GM;ChargeRange_GH;CHARGED;CHARGES;DipoleMomGH;DipoleMomGM;HOMO;LUMO;HuckelPiEnergy;HuckelResEnergy;MaxNegChargeGM;MaxPosChargeGM;MaxNegChargeGH;MaxPosChargeGH;MM_FHADSA;MM_FHASA;MM_FHDSA;MM_HACA;MM_HADCA;MM_HADSA;MM_HASA;MM_HDCA;MM_HDSA;MM_MAXNEG;MM_MAXPOS;MM_PCWT;MM_QMIN;MM_QC;MM_QH;MM_QN;MM_QnegMean;MM_QnegVar;MM_QO;MM_QON;MM_QposMean;MM_QposVar;MM_RNCS;MM_SAS_EP_N_AREA;MM_SAS_EP_N_MEAN;MM_SAS_EP_N_SUM;MM_SAS_EP_N_VAR;MM_SAS_EP_P_AREA;MM_SAS_EP_P_MEAN;MM_SAS_EP_P_SUM;MM_SAS_EP_P_VAR;MM_SPEC_SAS_EP_N_AREA;MM_SPEC_SAS_EP_P_AREA;MM_SPEC_VDW_EP_N_AREA;MM_SPEC_VDW_EP_P_AREA;MM_VDW_EP_N_AREA;MM_VDW_EP_N_MEAN;MM_VDW_EP_N_SUM;MM_VDW_EP_N_VAR;MM_VDW_EP_P_AREA;MM_VDW_EP_P_MEAN;MM_VDW_EP_P_SUM;MM_VDW_EP_P_VAR;NegIonCenters;NEG_charges;NEL_HCNOS;NEL_all;Polarizability;PosIonCenters;POS_charges;Amine1;Amine2;Amine3;AromCount;AtomCount;BromineCount;CarbonCount;ChlorineCount;FluorineCount;HAROM;HeavyAtomCount;IodineCount;MaxRing1;MaxRing2;MaxRing3;MWNPat;MWPat;MWSHDA;OxygenCount;NitrogenCount;NHCount;OHCount;PhosphorusCount;SulfurCount;HalogenCount;SiliconCount;RingCount;NonpolarCount;NonpolarCountMW;NPAT;BondCount;RigidbondCount;PAT;PolarCount;PolarCountMW;PIAT;QUATER;Balaban;IC;Kappa1;Kappa2;Kappa3;Chi0;Chi2;Chi3c;Chi3p;Chi4c;Chi4p;Chi5c;Chi5p;Chi6p;MaxEV1;MaxEV2;MaxEV3;MinEV1;MinEV2;MinEV3;MindistAA;MindistDA;MindistDD;Motoc;Randic;Wiener;SIC;Lipinski;SELMA_GC_type_000;SELMA_GC_type_001;SELMA_GC_type_002;SELMA_GC_type_003;SELMA_GC_type_004;SELMA_GC_type_005;SELMA_GC_type_006;SELMA_GC_type_007;SELMA_GC_type_008;SELMA_GC_type_009;SELMA_GC_type_010;SELMA_GC_type_011;SELMA_GC_type_012;SELMA_GC_type_013;SELMA_GC_type_014;SELMA_GC_type_015;SELMA_GC_type_016;SELMA_GC_type_017;SELMA_GC_type_018;SELMA_GC_type_019;SELMA_GC_type_020;SELMA_GC_type_021;SELMA_GC_type_022;SELMA_GC_type_023;SELMA_GC_type_024;SELMA_GC_type_025;SELMA_GC_type_026;SELMA_GC_type_027;SELMA_GC_type_028;SELMA_GC_type_029;SELMA_GC_type_030;SELMA_GC_type_031;SELMA_GC_type_032;SELMA_GC_type_033;SELMA_GC_type_034;SELMA_GC_type_035;SELMA_GC_type_036;SELMA_GC_type_037;SELMA_GC_type_038;SELMA_GC_type_039;SELMA_GC_type_040;SELMA_GC_type_041;SELMA_GC_type_042;SELMA_GC_type_043;SELMA_GC_type_044;SELMA_GC_type_045;SELMA_GC_type_046;SELMA_GC_type_047;SELMA_GC_type_048;SELMA_GC_type_049;SELMA_GC_type_050;SELMA_GC_type_051;SELMA_GC_type_052;SELMA_GC_type_053;SELMA_GC_type_054;SELMA_GC_type_055;SELMA_GC_type_056;SELMA_GC_type_057;SELMA_GC_type_058;SELMA_GC_type_059;SELMA_GC_type_060;SELMA_GC_type_061;SELMA_GC_type_062;SELMA_GC_type_063;SELMA_GC_type_064;SELMA_GC_type_065;SELMA_GC_type_066;SELMA_GC_type_067;SELMA_GC_type_068;SELMA_GC_type_069;SELMA_GC_type_070;SELMA_GC_type_071;SELMA_GC_type_072;SELMA_GC_type_073;SELMA_GC_type_074;SELMA_GC_type_075;SELMA_GC_type_076;SELMA_GC_type_077;SELMA_GC_type_078;SELMA_GC_type_079;SELMA_GC_type_080;SELMA_GC_type_081;SELMA_GC_type_082;SELMA_GC_type_083;SELMA_GC_type_084;SELMA_GC_type_085;SELMA_GC_type_086;SELMA_GC_type_087;SELMA_GC_type_088;SELMA_GC_type_089;SELMA_GC_type_090;SELMA_GC_type_091;SELMA_GC_type_092;SELMA_GC_type_093;SELMA_GC_type_094;SELMA_GC_type_095;SELMA_GC_type_096;SELMA_GC_type_097;SELMA_GC_type_098;SELMA_GC_type_099;SELMA_GC_type_100;SELMA_GC_type_101;SELMA_GC_type_102;SELMA_GC_type_103;SELMA_GC_type_104;SELMA_GC_type_105;SELMA_GC_type_106;SELMA_GC_type_107;SELMA_GC_type_108;SELMA_GC_type_109;SELMA_GC_type_110;SELMA_GC_type_111;SELMA_GC_type_112;SELMA_GC_type_113;SELMA_GC_type_114;SELMA_GC_type_115;SELMA_GC_type_116;SELMA_GC_type_117;SELMA_GC_type_118;SELMA_GC_type_119;SELMA_GC_type_120
23;?;ts;2.55;2.55;2.554;6.44;7.899;4.239;0;0;1;0;0;0;0;0;0;0.09;0;0.416;0;0.416;0;0;0;0;0;0;0;0;0;0;0.0006536;0;0;0.2664;0;11.03;15;341.3;19;10;245.4;2.476;2.42;749.7;332.6;15.19;407.7;522.8;522.8;100;1.31;717.6;717.6;0.625;1;0.9993;407.4;0.9908;0.009168;0;0;0;0;-0.0595;-0.1797;0.0318;0.2438;0.4006;2.953;1;1;31.89;5.477;-1;-1;-10;4;-0.3426;0.058;-2.343;0.6101;0;0;0;0;0;0;0;0;0;-1.012;0.6465;-9.096;-1.012;3.049;0.75;1.012;-0.03343;0.1385;0;1.012;0.04925;0.1394;0.1415;0;0;0;0;717.6;136.2;98.45;64.09;0;1;0;1;0;0;0;0;407.7;189.4;76.82;116.2;0;0;187;187;49.58;1;0;0;0;1;6;66;0;23;0;0;5;24;0;6;0;0;110.9;5.039;0;0;1;0;0;0;0;0;0;1;22;0.0661;22;24;6;1;1;0.003;6;1;1.739;3.005;22.04;14.2;16.26;16.79;8.466;1.325;5.233;1.225;3.681;0.3018;2.266;1.467;9.09;8.612;7.953;2.931;4.027;4.097;?;?;?;8.506;10.68;1967;0.184;0;0;1;12;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;15;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;?;ts;5.85;5.9;5.907;5.413;5.943;5.977;2;0;2;0;2;2;0;2;0;1.208;0;4.281;0;4.281;1.747;6.798;0;6.798;0.08;0.01135;0;0.01135;0.02852;0;0.02852;10.02;0;10.02;0.4157;10.77;5;304.2;12;6;64.95;30.95;6.962;624.7;330.5;3.666;351.3;418.4;420.2;99.58;1.189;592.2;599;0.2;0.9887;0.9715;341.3;0.984;0.01599;0;0;1;0;-0.0601;-0.0643;0.0456;0.0603;0.3321;0.2631;0;0;2.368;3.72;-0.7438;1;-30.47;12.47;-0.2735;0.0586;-0.1907;0.0724;0.5698;0.5698;0;0.2002;0.2002;0.01068;0.01068;0;0;-0.8382;0.4305;-14.25;-0.8382;4.487;1.95;1.676;-0.1309;0.1991;0;1.676;0.1229;0.1284;1.024;308.1;-17.95;-6.057;15.95;291;9.096;2.793;5.309;0.5143;0.4857;0.556;0.444;195.3;-64.35;-13.76;48.8;156;33.7;5.245;16.25;0;0;178;178;43.9;2;0;0;0;0;18;51;0;23;0;0;14;25;0;6;6;6;136.1;12.96;12.96;0;2;0;0;0;0;0;0;3;21;0.0635;21;27;18;2;2;0.0061;18;0;1.285;2.276;19.75;9.274;7.637;15.74;7.486;1.131;5.006;2.146;3.37;0;1.84;1.357;9.272;9.139;9.041;2.765;2.946;2.983;10;?;?;5.73;9.306;1512;0.2012;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;?;ts;-0.17;0.72;2.435;1.625;2.974;2.319;7;4;7;4;11;5;4;7;4;2.01;-2;8.024;-7.507;15.53;111.6;86.23;96.77;146.2;0.4074;0.1254;0.1408;0.2128;0.1633;0.1536;0.2506;66.47;62.5;102;21.97;10.67;9;344.6;15;8;161.6;12.24;3.073;700.8;379.5;9.426;406.9;396.6;508.2;78.03;1.332;541.1;687.4;0.2963;0.7872;0.7494;304.9;0.01928;0.9807;0;1;0;0;-0.1405;-0.176;0.0555;0.1849;0.668;1.564;1;1;11.16;6.012;-0.6659;0.4382;-26.07;16.07;-0.3795;0.2885;-0.9053;0.6583;2.208;1.359;0.3639;0.5528;0.8985;0.04454;0.0274;0.1481;0.007341;-0.9;0.69;-15.68;-0.9;3.31;1.95;2.177;-0.1145;0.2392;2.182;4.36;0.09619;0.158;1.795;311.3;-33.46;-10.86;28.71;376;25.36;9.368;20.38;0.4529;0.5471;0.4486;0.5514;182.6;-70.29;-14.18;67.19;224.4;53.02;11.18;50.61;0;0;206;206;44.73;1;1;0;1;0;6;60;0;20;0;0;3;27;0;6;0;0;82.22;44.27;69.57;4;3;3;1;0;0;0;0;1;13;0.0343;13;27;10;7;7;0.0184;10;0;2.259;3.052;25.04;10.68;12.96;19.47;11.18;4.056;5.162;2.735;3.676;0.4268;2.453;1.37;9.593;9.513;9.164;2.828;3.864;3.979;3;2;2;7.201;10.71;2172;0.2365;0;0;7;0;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;8;0;0;4;3;18;0;0;0;1;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;?;ts;3.43;4.33;8.501;1.809;4.476;6.203;15;8;15;8;23;15;8;15;8;2.025;-1.61;21.06;-12.15;33.21;234.4;229.2;296.8;326;0.3833;0.218;0.2823;0.3101;0.2391;0.2061;0.2821;185.5;159.9;218.8;23.94;21.94;15;724.8;23;12;263.2;27.2;12.22;1553;852.1;47.65;775.6;744.6;979;76.06;1.51;725.3;1051;0.1167;0.6899;0.7179;556.8;6.75E-05;0.9999;0;1;0;0;-0.1566;-0.1566;0.0673;0.1127;0.5874;0.5855;1;1;8.38;10.36;-1;1;-2;0;-0.3831;0.2044;-0.3831;0.2024;1.851;1.549;0.3025;1.201;1.436;0.05156;0.04314;0.2346;0.008423;-0.81;0.56;-35.93;-0.81;7.389;3.35;0.81;-0.1007;0.2306;8.8;9.61;0.08771;0.1533;0.3988;326.2;-22.08;-8.057;22.81;725.2;16.4;11.6;14.27;0.3102;0.6898;0.35;0.65;271.5;-62.59;-19.96;67.32;504.1;45.13;21.96;43.72;0;0;462;462;97.32;1;1;0;0;1;0;133;0;45;0;0;0;60;0;24;20;20;192.2;96.1;147.4;14;1;0;8;0;0;0;0;9;30;0.0352;30;68;39;15;15;0.0176;2;0;0.6742;4.094;45.17;17.02;11.52;42.53;27.6;5.741;25.83;15.69;20.72;0.7051;15.69;12.42;9.3;9.194;9.109;3.147;3.61;3.823;2;3;3;10.59;28.15;16220;0.185;4;0;6;9;6;2;0;2;0;15;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;20;3;0;8;0;17;0;0;0;8;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;?;ts;2.21;2.21;2.211;1.864;2.04;2.134;0;0;0;0;0;0;0;0;0;0.49;0;0.49;0;0.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.346;1;74.43;3;2;27.44;1.421;0.432;129.7;123;1.047;101.2;118.5;118.5;100;0.9566;242;242;0.25;1;1;101.2;0.9977;0.0023;0;0;1;0;-0.0663;?;0.0248;?;0.1253;?;0;0;?;0.4453;?;?;?;?;-0.0885;0.0367;?;?;0;0;0;0;0;0;0;0;0;-0.23;0.23;-2.628;-0.23;0.23;0;0;-0.023;0.069;0;0;0.023;0.069;33.96;95.56;-14.18;-1.429;7.774;146.5;10.96;1.607;5.131;0.3948;0.6052;0.3341;0.6659;33.8;-41.96;-1.425;17.93;67.37;28.36;1.967;16.34;0;0;25;60;10.12;0;0;0;0;0;0;11;1;3;0;0;0;4;0;0;0;0;44.72;0;0;0;0;0;0;0;0;1;0;0;4;0.0325;4;3;0;0;0;0;1;0;2.466;1.386;4;3;4;3.414;1;0;0.5;0;0;0;0;0;35.03;7.405;5.983;4.577;5.983;7.405;?;?;?;1.826;1.914;10;0.2585;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;?;ts;3.53;3.53;3.532;3.576;3.753;3.902;3;0;3;0;3;2;0;3;0;1.45;0;2.605;0;2.605;36.17;39.13;0;52.48;0.1875;0.08299;0;0.1113;0.1114;0;0.1561;28.16;0;39.49;12.91;6.332;4;203.8;10;5;121;16.59;1.6;357;263.1;3.142;252.9;244;280.1;87.09;1.151;419;471.5;0.3125;0.8887;0.8439;213.4;0.9954;0.004595;0;0;1;0;-0.1228;-0.1648;0.0682;0.1885;0.6228;1.536;0;0;5.943;2.613;-0.7737;0.7886;-27.87;19.87;-0.3306;0.2923;-0.8096;0.726;0.8886;0.8886;0;0.2247;0.2247;0.01413;0.01413;0;0;-0.57;0.659;-9.204;-0.57;2.166;0.45;0;-0.114;0.1661;1.363;1.363;0.1083;0.163;4.733;211.1;-22.17;-4.753;18.46;260.3;19.24;4.867;14.67;0.4478;0.5522;0.403;0.597;101.9;-57;-5.986;45.94;151;48.49;6.483;41.09;0;0;102;136;25.53;0;0;0;0;0;6;28;0;11;2;0;3;16;0;6;0;0;93.97;28.19;28.19;3;0;0;0;0;0;2;0;1;10;0.038;10;16;8;3;3;0.0114;10;0;1.975;2.686;14.06;6.667;7.058;11.14;5.278;0.9981;2.943;1.16;2.117;0;1.034;0.6237;17.1;17.09;9.617;2.938;4.039;4.368;3;?;?;4.803;6.215;500;0.3337;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;2;6;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;?;ts;4.02;4.02;4.022;3.908;4.126;3.767;2;0;1;0;2;1;0;1;0;1.35;0;2.253;0;2.253;18.27;39.5;0;39.5;0.1176;0.09114;0;0.09114;0.07977;0;0.07977;19.14;0;19.14;7.09;6.921;3;195.6;11;6;107.6;12.37;4.00E-05;357.4;226.2;1.571;240;239.4;257.7;92.91;1.058;393.9;433.4;0.1765;0.9089;0.9202;220.8;0.9954;0.004595;0;0;1;0;-0.0719;-0.109;0.0719;0.1865;0.4693;1.327;0;0;7.23;3.131;-0.7381;0.2801;-28.68;12.48;-0.281;0.1883;-0.8511;0.4756;0.6709;0.6709;0;0.161;0.161;0.01039;0.01039;0;0;-0.57;0.4694;-8.958;-0.57;2.438;1.65;0;-0.1865;0.1115;0.57;0.57;0.1616;0.08961;4.501;213.3;-17.87;-3.815;13.74;220.1;19.77;4.164;14.06;0.4921;0.5079;0.5354;0.4646;128.5;-48.25;-6.101;38.26;111.5;65.36;6.051;43.13;0;0;109;118;25.88;0;0;0;0;0;12;28;0;15;0;1;9;17;0;6;6;0;121.2;8.08;16.16;1;0;0;0;0;0;1;0;2;15;0.0663;15;18;14;1;1;0.0044;17;0;1.331;2.507;13.43;6.805;7.111;10.06;4.135;0.4483;2.699;0.7392;1.623;0;0.8179;0.4291;9.582;9.54;8.947;2.83;2.916;3.53;?;?;?;5.067;5.746;594;0.265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;9;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;?;ts;2.79;2.31;2.926;2.634;3.76;2.409;4;3;5;3;7;5;3;5;3;1.121;-2.842;4.036;-7.789;11.83;96.3;156.9;168.9;231;0.3684;0.355;0.3823;0.5228;0.2984;0.2738;0.3995;71;65.15;95.06;37.65;6.774;0;207.1;8;4;59.27;25.84;1.073;371.6;258.2;0.5237;238;159.5;255.8;62.35;1.024;210.9;441.9;0;0.4772;0.6005;142.9;0.2421;0.7579;0;0;1;0;-0.1859;-0.3176;0.0978;0.2329;0.7714;1.5;0;0;5.362;5.136;-0.7507;-0.5682;-34.39;16.79;-0.4201;0.3514;-0.8624;0.6378;3.244;2.488;0.7562;0.592;0.7719;0.05004;0.03837;0.1799;0.01166;-0.57;0.6338;-14.65;-0.57;1.937;1.95;0;-0.2096;0.2131;2.4;2.4;0.1654;0.1827;3.362;208.8;-28.7;-6.129;20.38;233.1;27.97;6.302;15.14;0.4725;0.5275;0.4759;0.5241;113.2;-71.19;-7.868;52.48;124.7;72.74;7.457;57.46;0;0;134;134;25.21;0;0;0;0;0;14;29;0;14;0;0;5;19;0;14;10;10;80.14;44.52;62.33;5;0;0;3;0;0;0;0;3;10;0.0387;9;21;17;5;4;0.0155;15;0;1.369;2.944;13.96;5.08;3.762;12.22;5.901;1.046;4.068;1.839;3.533;0;1.894;1.516;10.28;9.336;9.278;2.342;2.981;3.648;2;4;4;3.95;6.87;608;0.3249;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;4;0;0;3;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;?;ts;?;?;?;-4.145;-2.72;-1.91;6;5;7;5;11;4;5;5;5;2.032;-1.883;5.44;-7.479;12.92;132.1;167.1;185.6;276.3;1;0.4715;0.5239;0.78;0.4308;0.4492;0.7251;74;77.15;124.6;68.26;3.681;3;129.5;8;4;71.48;4.639;0.1517;225.3;158.1;3.666;171.8;61.43;193.5;31.74;1.081;77.93;354.3;0.2727;0.22;0.2749;47.21;?;?;0;0;1;0;-0.2303;-0.5068;0.1343;0.4302;0.5204;1.708;0;0;9.692;4.259;-0.5983;-0.4086;-22.21;14.21;-0.275;0.2454;-0.8886;0.8192;8.178;4.944;1.618;0.8491;1.405;0.1072;0.06479;0.278;0.02121;-0.7301;0.63;-15.14;-0.7301;1.607;1.92;2.903;-0.4205;0.3014;1.14;4.042;0.3154;0.193;1.82;171.3;-28.01;-4.871;17.37;183;27.64;4.928;18.37;0.4835;0.5165;0.4653;0.5347;79.93;-90.51;-7.194;49.96;91.83;90.88;7.372;55.8;0;0;83;83;13.38;3;0;0;0;0;0;19;0;4;0;0;0;11;0;0;0;0;-24.97;58.26;91.56;2;5;5;0;0;0;0;0;0;-3;-0.019;-3;10;6;7;7;0.0443;7;0;3.322;2.398;11;6.694;6.4;7.32;2.61;0.3211;1.606;0.476;0.7306;0;0.4026;0.1901;9.795;9.493;9.297;3.505;4.006;4.606;3;1;1;3.903;3.906;188;0.3279;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;5;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;?;ts;-0.55;-0.55;-0.549;-0.488;-0.202;-0.672;7;1;8;1;8;8;1;7;1;2.22;-1.506;6.269;-1.506;7.774;123.6;203.1;38.72;230.7;0.5;0.4614;0.08795;0.5241;0.411;0.08977;0.4933;95.16;20.78;114.2;44.97;5.544;5;186.2;11;6;83.4;9.382;3.654;329.3;225.2;4.189;231.5;151.3;274.9;55.03;1.193;209.5;440.2;0.3125;0.4759;0.5067;117.3;0.9977;0.0023;0;0;1;0;-0.2362;-0.4804;0.0827;0.2116;0.7392;1.552;0;0;12.4;4.285;-0.6397;-0.5;-19.42;7.823;-0.3846;0.3546;-1.022;0.529;4.097;3.863;0.234;0.8943;0.9485;0.06233;0.05877;0.05418;0.003561;-0.9;1.08;-13.29;-0.9;2.948;0.7;2.991;-0.2447;0.293;1.68;4.671;0.2311;0.2919;2.502;266;-22.49;-6.028;17.24;174.2;35.56;5.808;23.23;0.6042;0.3958;0.4867;0.5133;112.7;-64.95;-7.743;48.56;118.8;82.47;8.758;56.89;0;0;118;118;20.54;3;0;0;0;0;6;27;0;8;0;0;2;16;0;6;0;0;0;66.73;66.73;3;5;0;1;0;0;0;0;1;2;0.0089;0;16;9;8;6;0.0266;10;0;2.006;2.773;14.06;7.35;6.37;10.32;4.522;0.6422;3.067;1.076;1.977;0;1.243;0.6252;10.64;10.07;9.017;3.033;3.318;4.111;1;3;?;4.775;5.962;496;0.3461;0;3;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;9;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;?;ts;-3.43;-3.43;-3.43;0.06;1.817;-3.482;6;2;7;2;8;4;2;6;2;1.5;-2.272;5.604;-4.139;9.742;99.25;94.05;63.22;120.2;0.3077;0.178;0.1196;0.2275;0.1832;0.1135;0.2523;61.33;38;84.47;22.29;9.624;4;308.7;9;6;44.54;23.34;6.326;636.9;366.4;15.19;334.8;346;445.3;77.71;1.244;408.2;528.5;0;0.7725;0.7477;250.3;1;0;0;0;0;0;-0.1461;-0.3303;0.0671;0.3969;0.6742;3.313;1;1;18.03;4.619;-1.064;-1;-21.81;13.61;-0.3718;0.3023;-2.313;1;1.851;1.592;0.2582;0.5331;0.6195;0.03386;0.02914;0.08643;0.004724;-1.012;0.9212;-18.7;-1.012;6.225;1.1;1.012;-0.1371;0.2528;3.36;4.372;0.1476;0.2427;0.07058;0;0;0;0;528.5;162.9;85.16;48.02;0;1;0;1;0;0;0;0;334.8;231.5;75.72;98.31;0;0;197;197;40.56;1;0;0;0;1;0;54;0;19;0;0;0;26;0;16;15;15;81.43;47.5;54.29;6;1;0;2;0;0;0;0;3;12;0.0327;12;28;18;7;7;0.0191;8;1;1.528;3.258;20.73;7.111;4.543;18.17;10.48;2.844;9.242;7.604;5.67;1.24;3.773;2.802;9.657;9.627;9.193;3.253;3.331;3.736;3;3;7;4.749;10.77;1399;0.2508;0;0;3;2;1;0;1;3;0;1;0;0;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;8;12;0;0;2;0;4;2;0;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
